ticker,mode,hold_days,signal_count,trades,win_rate,avg_return,best_trade,worst_trade,total_return
MSFT,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
MSFT,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
GOOGL,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
META,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
META,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
META,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
META,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
AMD,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
AMD,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
AMD,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
AMD,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
AMD,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
AMD,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
AMD,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
AMD,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
PLTR,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
PLTR,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
PLTR,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
PLTR,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
AVGO,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
WMT,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
WMT,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
WMT,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
WMT,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
WMT,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
WMT,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
WMT,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
WMT,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
COST,XG_only,3,0,0,0.0,0.0,0.0,0.0,0.0
COST,XG_only,5,0,0,0.0,0.0,0.0,0.0,0.0
COST,XG_only,10,0,0,0.0,0.0,0.0,0.0,0.0
COST,XG_only,20,0,0,0.0,0.0,0.0,0.0,0.0
COST,strong_signal,3,0,0,0.0,0.0,0.0,0.0,0.0
COST,strong_signal,5,0,0,0.0,0.0,0.0,0.0,0.0
COST,strong_signal,10,0,0,0.0,0.0,0.0,0.0,0.0
COST,strong_signal,20,0,0,0.0,0.0,0.0,0.0,0.0
PLTR,juAccel_only,3,4,3,0.0,-4.054759852560282,-0.09275765728394836,-10.670311068081972,-12.003707427510356
PLTR,XG_only,20,5,1,0.0,-6.766323006263564,-6.766323006263564,-6.766323006263564,-6.766323006263564
MSTR,juAccel_only,20,3,2,0.0,-19.19088934671566,-7.981490984017836,-30.400287709413487,-35.955382470789
